IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
6,10.215.173.1,54632,23.207.210.84,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Zamknij,webcast-ws16-normal-no1a.tiktokv.eu,1467,5000,8,8,2025-08-24T16:40:59.449+02:00,2025-08-24T16:42:00.845+02:00
17,10.215.173.1,24560,10.215.173.2,53,10343,App Selector,com.aura.oobe.samsung.gl,DNS,Zamknij,crashlyticsreports-pa.googleapis.com,82,98,1,1,2025-08-24T16:40:59.479+02:00,2025-08-24T16:40:59.526+02:00
6,10.215.173.1,45044,172.217.16.3,443,10343,App Selector,com.aura.oobe.samsung.gl,HTTPS,Zamknij,crashlyticsreports-pa.googleapis.com,3750,4701,9,8,2025-08-24T16:40:59.535+02:00,2025-08-24T16:41:10.100+02:00
17,10.215.173.1,63535,10.215.173.2,53,10145,TikTok,com.zhiliaoapp.musically,DNS,Zamknij,log16-normal-no1a.tiktokv.eu,74,222,1,1,2025-08-24T16:40:59.729+02:00,2025-08-24T16:40:59.772+02:00
6,10.215.173.1,33210,213.158.199.72,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Błąd,log16-normal-no1a.tiktokv.eu,58650,52154,56,52,2025-08-24T16:40:59.779+02:00,2025-08-24T16:44:01.302+02:00
17,10.215.173.1,15392,10.215.173.2,53,10145,TikTok,com.zhiliaoapp.musically,DNS,Zamknij,rtlog16-normal-no1a.tiktokv.eu,76,194,1,1,2025-08-24T16:41:00.086+02:00,2025-08-24T16:41:00.123+02:00
17,10.215.173.1,57290,10.215.173.2,53,10145,TikTok,com.zhiliaoapp.musically,DNS,Zamknij,bsync16-normal-no1a.tiktokv.eu,76,194,1,1,2025-08-24T16:41:00.324+02:00,2025-08-24T16:41:00.363+02:00
6,10.215.173.1,42538,213.158.203.241,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Zamknij,bsync16-normal-no1a.tiktokv.eu,1582,4568,12,10,2025-08-24T16:41:00.385+02:00,2025-08-24T16:42:00.845+02:00
17,10.215.173.1,3244,10.215.173.2,53,10145,TikTok,com.zhiliaoapp.musically,DNS,Zamknij,sf16-ies-music.tiktokcdn.com,74,193,1,1,2025-08-24T16:41:00.487+02:00,2025-08-24T16:41:00.533+02:00
6,10.215.173.1,57412,23.64.12.178,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Zamknij,sf16-ies-music.tiktokcdn.com,13099,4042929,301,481,2025-08-24T16:41:00.556+02:00,2025-08-24T16:42:00.845+02:00
6,10.215.173.1,57424,23.64.12.178,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Zamknij,sf16-ies-music.tiktokcdn.com,1017,3973,10,8,2025-08-24T16:41:00.573+02:00,2025-08-24T16:41:20.797+02:00
6,10.215.173.1,57440,23.64.12.178,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Zamknij,sf16-ies-music.tiktokcdn.com,1070,870,9,7,2025-08-24T16:41:00.650+02:00,2025-08-24T16:41:35.435+02:00
17,10.215.173.1,26516,10.215.173.2,53,10145,TikTok,com.zhiliaoapp.musically,DNS,Zamknij,api16-normal-no1a.tiktokv.eu,74,191,1,1,2025-08-24T16:41:00.693+02:00,2025-08-24T16:41:00.732+02:00
6,10.215.173.1,47088,213.158.199.74,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Zamknij,api16-normal-no1a.tiktokv.eu,5711,34080,21,18,2025-08-24T16:41:00.736+02:00,2025-08-24T16:42:15.955+02:00
17,10.215.173.1,47128,10.215.173.2,53,10145,TikTok,com.zhiliaoapp.musically,DNS,Zamknij,api16-core-no1a.tiktokv.eu,72,187,1,1,2025-08-24T16:41:00.929+02:00,2025-08-24T16:41:00.990+02:00
17,10.215.173.1,32510,10.215.173.2,53,10145,TikTok,com.zhiliaoapp.musically,DNS,Zamknij,webcast16-normal-no1a.tiktokv.eu,78,198,1,1,2025-08-24T16:41:01.057+02:00,2025-08-24T16:41:01.159+02:00
